sample interval	      I	     II	    III	    AVR	    AVL	    AVF	     V1	     V2	     V3	     V4	     V5	     V6
    (0.001 sec)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)	   (mV)
            196	 -0.020	 -0.088	 -0.068	  0.053	  0.023	 -0.078	  0.013	 -0.035	 -0.108	 -0.173	 -0.120	 -0.070
            197	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.008	 -0.040	 -0.110	 -0.173	 -0.125	 -0.075
            198	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.005	 -0.045	 -0.115	 -0.175	 -0.120	 -0.075
            199	 -0.023	 -0.085	 -0.065	  0.055	  0.023	 -0.075	  0.010	 -0.045	 -0.118	 -0.178	 -0.113	 -0.075
            200	 -0.020	 -0.085	 -0.065	  0.053	  0.023	 -0.075	  0.015	 -0.048	 -0.118	 -0.180	 -0.113	 -0.073
            201	 -0.018	 -0.085	 -0.065	  0.050	  0.023	 -0.075	  0.013	 -0.050	 -0.118	 -0.180	 -0.118	 -0.070
            202	 -0.020	 -0.088	 -0.068	  0.053	  0.023	 -0.078	  0.010	 -0.053	 -0.118	 -0.178	 -0.118	 -0.070
            203	 -0.023	 -0.095	 -0.070	  0.058	  0.023	 -0.083	  0.010	 -0.053	 -0.120	 -0.178	 -0.115	 -0.073
            204	 -0.023	 -0.098	 -0.075	  0.060	  0.025	 -0.085	  0.013	 -0.050	 -0.125	 -0.180	 -0.115	 -0.078
            205	 -0.020	 -0.095	 -0.075	  0.058	  0.028	 -0.085	  0.010	 -0.050	 -0.130	 -0.180	 -0.123	 -0.078
            206	 -0.020	 -0.090	 -0.070	  0.055	  0.025	 -0.080	  0.008	 -0.053	 -0.130	 -0.180	 -0.128	 -0.073
            207	 -0.023	 -0.088	 -0.065	  0.055	  0.023	 -0.078	  0.010	 -0.053	 -0.128	 -0.183	 -0.125	 -0.070
            208	 -0.023	 -0.090	 -0.068	  0.055	  0.023	 -0.078	  0.015	 -0.053	 -0.128	 -0.188	 -0.120	 -0.073
            209	 -0.020	 -0.093	 -0.073	  0.058	  0.025	 -0.083	  0.013	 -0.053	 -0.128	 -0.188	 -0.120	 -0.073
            210	 -0.023	 -0.098	 -0.075	  0.060	  0.025	 -0.085	  0.008	 -0.053	 -0.128	 -0.185	 -0.125	 -0.070
            211	 -0.028	 -0.100	 -0.073	  0.063	  0.020	 -0.085	  0.005	 -0.055	 -0.125	 -0.183	 -0.130	 -0.070
            212	 -0.028	 -0.098	 -0.070	  0.063	  0.020	 -0.083	  0.010	 -0.055	 -0.125	 -0.185	 -0.133	 -0.075
            213	 -0.025	 -0.095	 -0.070	  0.060	  0.023	 -0.080	  0.015	 -0.055	 -0.130	 -0.193	 -0.135	 -0.080
            214	 -0.025	 -0.095	 -0.070	  0.060	  0.023	 -0.083	  0.018	 -0.055	 -0.135	 -0.198	 -0.133	 -0.078
            215	 -0.028	 -0.100	 -0.073	  0.063	  0.020	 -0.085	  0.018	 -0.058	 -0.138	 -0.200	 -0.128	 -0.073
            216	 -0.025	 -0.103	 -0.078	  0.063	  0.025	 -0.090	  0.015	 -0.060	 -0.140	 -0.203	 -0.128	 -0.073
            217	 -0.018	 -0.103	 -0.085	  0.060	  0.033	 -0.095	  0.013	 -0.063	 -0.145	 -0.205	 -0.130	 -0.078
            218	 -0.015	 -0.105	 -0.090	  0.060	  0.038	 -0.098	  0.013	 -0.063	 -0.145	 -0.203	 -0.130	 -0.083
            219	 -0.020	 -0.110	 -0.090	  0.065	  0.033	 -0.100	  0.018	 -0.063	 -0.140	 -0.198	 -0.125	 -0.080
            220	 -0.025	 -0.113	 -0.088	  0.068	  0.030	 -0.100	  0.020	 -0.065	 -0.140	 -0.193	 -0.123	 -0.078
            221	 -0.020	 -0.110	 -0.088	  0.065	  0.033	 -0.100	  0.018	 -0.065	 -0.145	 -0.193	 -0.125	 -0.075
            222	 -0.015	 -0.105	 -0.090	  0.060	  0.038	 -0.098	  0.013	 -0.065	 -0.150	 -0.200	 -0.133	 -0.078
            223	 -0.015	 -0.103	 -0.088	  0.060	  0.035	 -0.095	  0.010	 -0.068	 -0.150	 -0.205	 -0.135	 -0.080
            224	 -0.023	 -0.105	 -0.083	  0.063	  0.030	 -0.093	  0.013	 -0.070	 -0.150	 -0.208	 -0.130	 -0.085
            225	 -0.028	 -0.105	 -0.078	  0.065	  0.025	 -0.090	  0.015	 -0.068	 -0.150	 -0.208	 -0.125	 -0.085
            226	 -0.028	 -0.105	 -0.078	  0.065	  0.025	 -0.090	  0.015	 -0.063	 -0.153	 -0.205	 -0.125	 -0.083
            227	 -0.030	 -0.108	 -0.080	  0.068	  0.025	 -0.093	  0.013	 -0.063	 -0.150	 -0.203	 -0.130	 -0.078
            228	 -0.030	 -0.113	 -0.083	  0.070	  0.025	 -0.098	  0.010	 -0.068	 -0.148	 -0.203	 -0.133	 -0.078
            229	 -0.028	 -0.115	 -0.085	  0.070	  0.028	 -0.100	  0.013	 -0.073	 -0.150	 -0.203	 -0.133	 -0.080
            230	 -0.025	 -0.113	 -0.088	  0.068	  0.030	 -0.100	  0.013	 -0.073	 -0.153	 -0.203	 -0.133	 -0.083
            231	 -0.025	 -0.110	 -0.085	  0.068	  0.030	 -0.098	  0.013	 -0.070	 -0.150	 -0.205	 -0.133	 -0.083
            232	 -0.028	 -0.113	 -0.085	  0.070	  0.028	 -0.098	  0.013	 -0.070	 -0.150	 -0.210	 -0.138	 -0.083
            233	 -0.025	 -0.113	 -0.088	  0.070	  0.030	 -0.100	  0.015	 -0.075	 -0.155	 -0.213	 -0.140	 -0.085
            234	 -0.023	 -0.113	 -0.090	  0.068	  0.033	 -0.100	  0.018	 -0.078	 -0.163	 -0.213	 -0.143	 -0.085
            235	 -0.023	 -0.113	 -0.090	  0.068	  0.033	 -0.100	  0.015	 -0.078	 -0.165	 -0.213	 -0.140	 -0.085
            236	 -0.028	 -0.115	 -0.088	  0.070	  0.030	 -0.100	  0.010	 -0.078	 -0.163	 -0.215	 -0.140	 -0.085
            237	 -0.028	 -0.115	 -0.088	  0.073	  0.030	 -0.103	  0.005	 -0.075	 -0.163	 -0.215	 -0.140	 -0.088
            238	 -0.025	 -0.115	 -0.090	  0.070	  0.033	 -0.103	  0.008	 -0.073	 -0.165	 -0.215	 -0.143	 -0.088
            239	 -0.025	 -0.113	 -0.088	  0.070	  0.033	 -0.100	  0.010	 -0.070	 -0.165	 -0.213	 -0.140	 -0.085
            240	 -0.030	 -0.115	 -0.085	  0.073	  0.028	 -0.100	  0.013	 -0.075	 -0.163	 -0.215	 -0.140	 -0.085
            241	 -0.033	 -0.118	 -0.085	  0.075	  0.025	 -0.100	  0.013	 -0.080	 -0.160	 -0.220	 -0.143	 -0.088
            242	 -0.033	 -0.123	 -0.090	  0.078	  0.028	 -0.105	  0.015	 -0.083	 -0.165	 -0.223	 -0.145	 -0.090
            243	 -0.033	 -0.123	 -0.093	  0.078	  0.028	 -0.108	  0.018	 -0.080	 -0.168	 -0.225	 -0.145	 -0.090
            244	 -0.035	 -0.123	 -0.088	  0.078	  0.025	 -0.105	  0.018	 -0.080	 -0.165	 -0.225	 -0.143	 -0.088
            245	 -0.038	 -0.120	 -0.083	  0.078	  0.023	 -0.103	  0.015	 -0.083	 -0.160	 -0.225	 -0.138	 -0.085
            246	 -0.035	 -0.120	 -0.085	  0.078	  0.025	 -0.103	  0.015	 -0.083	 -0.163	 -0.223	 -0.138	 -0.083
            247	 -0.033	 -0.120	 -0.088	  0.078	  0.028	 -0.105	  0.020	 -0.078	 -0.168	 -0.220	 -0.140	 -0.083
            248	 -0.030	 -0.120	 -0.090	  0.075	  0.030	 -0.105	  0.020	 -0.075	 -0.173	 -0.223	 -0.143	 -0.085
            249	 -0.028	 -0.118	 -0.090	  0.073	  0.030	 -0.103	  0.015	 -0.078	 -0.170	 -0.225	 -0.145	 -0.088
            250	 -0.025	 -0.115	 -0.090	  0.070	  0.033	 -0.103	  0.010	 -0.085	 -0.170	 -0.225	 -0.148	 -0.090
            251	 -0.025	 -0.115	 -0.090	  0.070	  0.033	 -0.103	  0.013	 -0.088	 -0.170	 -0.225	 -0.148	 -0.090
            252	 -0.028	 -0.118	 -0.090	  0.073	  0.030	 -0.103	  0.018	 -0.088	 -0.175	 -0.225	 -0.148	 -0.090
            253	 -0.030	 -0.120	 -0.090	  0.073	  0.030	 -0.103	  0.015	 -0.088	 -0.178	 -0.225	 -0.148	 -0.090
            254	 -0.028	 -0.120	 -0.093	  0.073	  0.033	 -0.105	  0.013	 -0.090	 -0.178	 -0.225	 -0.150	 -0.093
            255	 -0.025	 -0.123	 -0.098	  0.073	  0.035	 -0.108	  0.015	 -0.088	 -0.175	 -0.223	 -0.150	 -0.093
            256	 -0.028	 -0.125	 -0.098	  0.075	  0.035	 -0.110	  0.023	 -0.088	 -0.173	 -0.223	 -0.150	 -0.090
            257	 -0.030	 -0.125	 -0.095	  0.078	  0.033	 -0.110	  0.023	 -0.090	 -0.173	 -0.225	 -0.153	 -0.088
            258	 -0.030	 -0.123	 -0.093	  0.075	  0.030	 -0.108	  0.018	 -0.095	 -0.173	 -0.230	 -0.155	 -0.088
            259	 -0.028	 -0.120	 -0.093	  0.073	  0.030	 -0.105	  0.015	 -0.098	 -0.173	 -0.233	 -0.158	 -0.088
            260	 -0.025	 -0.118	 -0.093	  0.070	  0.033	 -0.105	  0.018	 -0.098	 -0.175	 -0.233	 -0.158	 -0.093
            261	 -0.023	 -0.118	 -0.093	  0.070	  0.035	 -0.105	  0.015	 -0.095	 -0.180	 -0.233	 -0.155	 -0.098
            262	 -0.023	 -0.118	 -0.095	  0.070	  0.035	 -0.105	  0.010	 -0.095	 -0.185	 -0.233	 -0.153	 -0.098
            263	 -0.025	 -0.120	 -0.095	  0.070	  0.035	 -0.108	  0.010	 -0.093	 -0.183	 -0.230	 -0.150	 -0.095
            264	 -0.030	 -0.123	 -0.093	  0.075	  0.030	 -0.108	  0.018	 -0.090	 -0.180	 -0.228	 -0.148	 -0.093
            265	 -0.035	 -0.125	 -0.090	  0.078	  0.028	 -0.108	  0.023	 -0.090	 -0.180	 -0.230	 -0.148	 -0.095
            266	 -0.035	 -0.125	 -0.090	  0.080	  0.028	 -0.108	  0.020	 -0.095	 -0.185	 -0.235	 -0.148	 -0.098
            267	 -0.035	 -0.128	 -0.095	  0.080	  0.030	 -0.110	  0.018	 -0.098	 -0.188	 -0.238	 -0.148	 -0.098
            268	 -0.038	 -0.135	 -0.098	  0.085	  0.030	 -0.115	  0.023	 -0.095	 -0.185	 -0.235	 -0.148	 -0.095
            269	 -0.043	 -0.138	 -0.095	  0.090	  0.025	 -0.115	  0.030	 -0.093	 -0.180	 -0.230	 -0.150	 -0.093
            270	 -0.043	 -0.135	 -0.093	  0.088	  0.025	 -0.113	  0.028	 -0.093	 -0.183	 -0.230	 -0.155	 -0.095
            271	 -0.035	 -0.128	 -0.093	  0.080	  0.030	 -0.110	  0.018	 -0.095	 -0.188	 -0.233	 -0.160	 -0.095
            272	 -0.028	 -0.125	 -0.098	  0.075	  0.035	 -0.110	  0.010	 -0.100	 -0.193	 -0.238	 -0.163	 -0.095
            273	 -0.025	 -0.125	 -0.098	  0.075	  0.035	 -0.110	  0.013	 -0.103	 -0.193	 -0.240	 -0.163	 -0.095
            274	 -0.028	 -0.123	 -0.095	  0.075	  0.033	 -0.108	  0.015	 -0.105	 -0.195	 -0.240	 -0.163	 -0.100
            275	 -0.028	 -0.120	 -0.093	  0.075	  0.030	 -0.105	  0.013	 -0.105	 -0.195	 -0.240	 -0.163	 -0.105
            276	 -0.028	 -0.123	 -0.095	  0.075	  0.033	 -0.108	  0.010	 -0.105	 -0.195	 -0.240	 -0.160	 -0.108
            277	 -0.028	 -0.128	 -0.100	  0.078	  0.035	 -0.113	  0.013	 -0.108	 -0.193	 -0.243	 -0.158	 -0.105
            278	 -0.028	 -0.130	 -0.103	  0.078	  0.038	 -0.115	  0.015	 -0.108	 -0.190	 -0.245	 -0.158	 -0.103
            279	 -0.025	 -0.128	 -0.103	  0.075	  0.040	 -0.115	  0.015	 -0.105	 -0.190	 -0.245	 -0.160	 -0.103
            280	 -0.023	 -0.125	 -0.103	  0.073	  0.040	 -0.113	  0.013	 -0.100	 -0.193	 -0.245	 -0.163	 -0.103
            281	 -0.023	 -0.125	 -0.100	  0.073	  0.040	 -0.113	  0.013	 -0.100	 -0.193	 -0.240	 -0.165	 -0.098
            282	 -0.025	 -0.125	 -0.100	  0.075	  0.038	 -0.113	  0.013	 -0.105	 -0.190	 -0.238	 -0.163	 -0.093
            283	 -0.025	 -0.125	 -0.100	  0.075	  0.038	 -0.113	  0.013	 -0.105	 -0.188	 -0.238	 -0.158	 -0.093
            284	 -0.025	 -0.125	 -0.100	  0.075	  0.038	 -0.113	  0.010	 -0.100	 -0.185	 -0.238	 -0.155	 -0.095
            285	 -0.028	 -0.130	 -0.103	  0.078	  0.038	 -0.115	  0.010	 -0.095	 -0.185	 -0.235	 -0.155	 -0.095
            286	 -0.030	 -0.135	 -0.105	  0.083	  0.038	 -0.120	  0.013	 -0.098	 -0.188	 -0.235	 -0.158	 -0.093
            287	 -0.028	 -0.135	 -0.108	  0.083	  0.040	 -0.123	  0.015	 -0.105	 -0.188	 -0.235	 -0.155	 -0.093
            288	 -0.023	 -0.133	 -0.110	  0.078	  0.043	 -0.120	  0.013	 -0.110	 -0.190	 -0.240	 -0.153	 -0.098
            289	 -0.020	 -0.130	 -0.108	  0.075	  0.043	 -0.118	  0.010	 -0.108	 -0.193	 -0.243	 -0.155	 -0.103
            290	 -0.025	 -0.130	 -0.105	  0.078	  0.040	 -0.118	  0.013	 -0.108	 -0.198	 -0.245	 -0.160	 -0.105
            291	 -0.028	 -0.130	 -0.103	  0.080	  0.038	 -0.115	  0.015	 -0.108	 -0.198	 -0.243	 -0.160	 -0.103
            292	 -0.028	 -0.130	 -0.103	  0.078	  0.038	 -0.115	  0.015	 -0.105	 -0.195	 -0.243	 -0.158	 -0.103
            293	 -0.023	 -0.130	 -0.105	  0.075	  0.043	 -0.115	  0.010	 -0.100	 -0.190	 -0.243	 -0.155	 -0.100
            294	 -0.023	 -0.130	 -0.108	  0.075	  0.043	 -0.118	  0.005	 -0.098	 -0.188	 -0.243	 -0.158	 -0.100
            295	 -0.025	 -0.133	 -0.105	  0.078	  0.040	 -0.118	  0.008	 -0.100	 -0.190	 -0.245	 -0.163	 -0.100
            296	 -0.030	 -0.133	 -0.103	  0.080	  0.035	 -0.118	  0.015	 -0.103	 -0.195	 -0.248	 -0.163	 -0.100
            297	 -0.033	 -0.133	 -0.103	  0.083	  0.035	 -0.118	  0.020	 -0.103	 -0.198	 -0.248	 -0.163	 -0.100
            298	 -0.033	 -0.135	 -0.103	  0.083	  0.035	 -0.118	  0.020	 -0.103	 -0.195	 -0.248	 -0.163	 -0.100
            299	 -0.033	 -0.135	 -0.103	  0.083	  0.035	 -0.118	  0.018	 -0.108	 -0.195	 -0.248	 -0.165	 -0.100
            300	 -0.030	 -0.133	 -0.103	  0.080	  0.035	 -0.118	  0.015	 -0.113	 -0.198	 -0.250	 -0.165	 -0.103
            301	 -0.028	 -0.133	 -0.103	  0.080	  0.035	 -0.118	  0.013	 -0.113	 -0.200	 -0.250	 -0.165	 -0.108
            302	 -0.030	 -0.135	 -0.105	  0.083	  0.038	 -0.120	  0.008	 -0.110	 -0.198	 -0.250	 -0.168	 -0.110
            303	 -0.035	 -0.140	 -0.108	  0.088	  0.035	 -0.123	  0.005	 -0.108	 -0.193	 -0.248	 -0.170	 -0.110
            304	 -0.038	 -0.143	 -0.105	  0.090	  0.033	 -0.123	  0.005	 -0.108	 -0.190	 -0.248	 -0.170	 -0.105
            305	 -0.038	 -0.140	 -0.103	  0.088	  0.030	 -0.120	  0.008	 -0.108	 -0.193	 -0.248	 -0.165	 -0.100
            306	 -0.035	 -0.135	 -0.100	  0.085	  0.033	 -0.118	  0.010	 -0.110	 -0.193	 -0.250	 -0.163	 -0.098
            307	 -0.033	 -0.133	 -0.103	  0.083	  0.035	 -0.118	  0.010	 -0.113	 -0.190	 -0.250	 -0.163	 -0.098
            308	 -0.030	 -0.135	 -0.105	  0.083	  0.038	 -0.120	  0.010	 -0.115	 -0.193	 -0.250	 -0.163	 -0.100
            309	 -0.028	 -0.135	 -0.108	  0.080	  0.040	 -0.120	  0.008	 -0.115	 -0.198	 -0.250	 -0.163	 -0.103
            310	 -0.028	 -0.135	 -0.108	  0.080	  0.040	 -0.120	  0.008	 -0.113	 -0.203	 -0.248	 -0.163	 -0.103
            311	 -0.028	 -0.135	 -0.105	  0.080	  0.040	 -0.120	  0.010	 -0.113	 -0.200	 -0.248	 -0.163	 -0.103
            312	 -0.030	 -0.135	 -0.105	  0.083	  0.038	 -0.120	  0.015	 -0.113	 -0.195	 -0.248	 -0.165	 -0.103
            313	 -0.030	 -0.135	 -0.105	  0.083	  0.038	 -0.120	  0.013	 -0.113	 -0.190	 -0.250	 -0.165	 -0.103
            314	 -0.028	 -0.135	 -0.108	  0.080	  0.040	 -0.120	  0.008	 -0.113	 -0.193	 -0.250	 -0.165	 -0.103
            315	 -0.028	 -0.133	 -0.105	  0.078	  0.040	 -0.120	  0.005	 -0.113	 -0.198	 -0.250	 -0.165	 -0.103
            316	 -0.030	 -0.133	 -0.103	  0.080	  0.035	 -0.118	  0.008	 -0.113	 -0.203	 -0.250	 -0.165	 -0.103
            317	 -0.035	 -0.135	 -0.100	  0.085	  0.033	 -0.118	  0.013	 -0.110	 -0.203	 -0.248	 -0.163	 -0.105
            318	 -0.038	 -0.143	 -0.105	  0.090	  0.033	 -0.123	  0.013	 -0.108	 -0.198	 -0.245	 -0.160	 -0.105
            319	 -0.035	 -0.145	 -0.110	  0.090	  0.038	 -0.128	  0.010	 -0.105	 -0.190	 -0.243	 -0.155	 -0.103
            320	 -0.030	 -0.143	 -0.113	  0.085	  0.040	 -0.128	  0.013	 -0.110	 -0.190	 -0.248	 -0.155	 -0.100
            321	 -0.025	 -0.138	 -0.113	  0.080	  0.043	 -0.123	  0.015	 -0.118	 -0.198	 -0.253	 -0.158	 -0.100
            322	 -0.023	 -0.133	 -0.110	  0.078	  0.043	 -0.120	  0.013	 -0.123	 -0.205	 -0.253	 -0.163	 -0.103
            323	 -0.025	 -0.133	 -0.108	  0.078	  0.043	 -0.120	  0.008	 -0.125	 -0.208	 -0.250	 -0.168	 -0.103
            324	 -0.028	 -0.135	 -0.108	  0.080	  0.040	 -0.120	  0.008	 -0.123	 -0.203	 -0.253	 -0.168	 -0.103
            325	 -0.030	 -0.138	 -0.108	  0.085	  0.038	 -0.123	  0.010	 -0.115	 -0.198	 -0.255	 -0.165	 -0.100
            326	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.013	 -0.108	 -0.198	 -0.253	 -0.160	 -0.098
            327	 -0.033	 -0.143	 -0.113	  0.088	  0.040	 -0.128	  0.010	 -0.105	 -0.198	 -0.245	 -0.158	 -0.095
            328	 -0.030	 -0.143	 -0.113	  0.085	  0.040	 -0.128	  0.010	 -0.110	 -0.200	 -0.245	 -0.160	 -0.100
            329	 -0.033	 -0.143	 -0.110	  0.085	  0.040	 -0.128	  0.013	 -0.115	 -0.203	 -0.253	 -0.163	 -0.108
            330	 -0.035	 -0.145	 -0.110	  0.090	  0.038	 -0.128	  0.015	 -0.118	 -0.205	 -0.258	 -0.163	 -0.113
            331	 -0.038	 -0.148	 -0.110	  0.093	  0.035	 -0.128	  0.013	 -0.113	 -0.203	 -0.255	 -0.163	 -0.110
            332	 -0.035	 -0.143	 -0.108	  0.088	  0.035	 -0.125	  0.013	 -0.110	 -0.198	 -0.250	 -0.165	 -0.105
            333	 -0.033	 -0.138	 -0.105	  0.083	  0.035	 -0.120	  0.015	 -0.110	 -0.195	 -0.253	 -0.168	 -0.105
            334	 -0.033	 -0.138	 -0.105	  0.085	  0.035	 -0.120	  0.018	 -0.113	 -0.198	 -0.255	 -0.170	 -0.105
            335	 -0.038	 -0.143	 -0.108	  0.090	  0.035	 -0.123	  0.018	 -0.115	 -0.200	 -0.253	 -0.168	 -0.103
            336	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.013	 -0.115	 -0.203	 -0.250	 -0.168	 -0.100
            337	 -0.033	 -0.140	 -0.110	  0.085	  0.038	 -0.125	  0.008	 -0.115	 -0.203	 -0.253	 -0.170	 -0.103
            338	 -0.025	 -0.138	 -0.113	  0.080	  0.043	 -0.125	  0.008	 -0.113	 -0.203	 -0.260	 -0.175	 -0.110
            339	 -0.025	 -0.140	 -0.115	  0.083	  0.045	 -0.128	  0.010	 -0.110	 -0.203	 -0.260	 -0.173	 -0.113
            340	 -0.030	 -0.145	 -0.115	  0.088	  0.043	 -0.130	  0.015	 -0.108	 -0.203	 -0.253	 -0.168	 -0.113
            341	 -0.035	 -0.145	 -0.110	  0.090	  0.038	 -0.128	  0.020	 -0.108	 -0.203	 -0.250	 -0.165	 -0.113
            342	 -0.035	 -0.143	 -0.108	  0.088	  0.035	 -0.125	  0.023	 -0.108	 -0.205	 -0.253	 -0.168	 -0.113
            343	 -0.033	 -0.140	 -0.108	  0.088	  0.038	 -0.125	  0.020	 -0.108	 -0.208	 -0.255	 -0.168	 -0.110
            344	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.015	 -0.110	 -0.205	 -0.253	 -0.160	 -0.105
            345	 -0.035	 -0.143	 -0.108	  0.088	  0.035	 -0.125	  0.013	 -0.113	 -0.198	 -0.250	 -0.155	 -0.103
            346	 -0.035	 -0.143	 -0.108	  0.088	  0.035	 -0.125	  0.013	 -0.118	 -0.195	 -0.253	 -0.160	 -0.103
            347	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.128	  0.013	 -0.120	 -0.198	 -0.255	 -0.170	 -0.105
            348	 -0.030	 -0.145	 -0.115	  0.088	  0.043	 -0.130	  0.013	 -0.118	 -0.205	 -0.253	 -0.170	 -0.105
            349	 -0.033	 -0.148	 -0.115	  0.090	  0.040	 -0.130	  0.015	 -0.115	 -0.205	 -0.248	 -0.163	 -0.103
            350	 -0.038	 -0.148	 -0.110	  0.093	  0.035	 -0.128	  0.015	 -0.113	 -0.203	 -0.250	 -0.158	 -0.103
            351	 -0.040	 -0.148	 -0.105	  0.095	  0.033	 -0.125	  0.015	 -0.113	 -0.200	 -0.255	 -0.160	 -0.100
            352	 -0.040	 -0.145	 -0.105	  0.093	  0.033	 -0.125	  0.015	 -0.113	 -0.203	 -0.258	 -0.165	 -0.100
            353	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.015	 -0.113	 -0.205	 -0.255	 -0.163	 -0.100
            354	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.015	 -0.115	 -0.203	 -0.250	 -0.158	 -0.103
            355	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.013	 -0.115	 -0.200	 -0.250	 -0.158	 -0.103
            356	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.013	 -0.115	 -0.203	 -0.250	 -0.165	 -0.103
            357	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.013	 -0.115	 -0.205	 -0.250	 -0.170	 -0.103
            358	 -0.038	 -0.145	 -0.108	  0.090	  0.035	 -0.125	  0.015	 -0.115	 -0.203	 -0.250	 -0.168	 -0.103
            359	 -0.040	 -0.148	 -0.108	  0.093	  0.033	 -0.128	  0.015	 -0.118	 -0.200	 -0.250	 -0.165	 -0.103
            360	 -0.040	 -0.148	 -0.108	  0.093	  0.033	 -0.128	  0.015	 -0.115	 -0.203	 -0.253	 -0.168	 -0.103
            361	 -0.038	 -0.148	 -0.110	  0.090	  0.035	 -0.128	  0.015	 -0.110	 -0.205	 -0.255	 -0.170	 -0.103
            362	 -0.033	 -0.145	 -0.113	  0.088	  0.040	 -0.128	  0.015	 -0.110	 -0.205	 -0.253	 -0.168	 -0.105
            363	 -0.030	 -0.145	 -0.115	  0.088	  0.043	 -0.128	  0.013	 -0.115	 -0.205	 -0.248	 -0.165	 -0.108
            364	 -0.033	 -0.145	 -0.113	  0.088	  0.040	 -0.128	  0.013	 -0.120	 -0.208	 -0.245	 -0.163	 -0.105
            365	 -0.035	 -0.143	 -0.108	  0.088	  0.035	 -0.125	  0.015	 -0.118	 -0.210	 -0.245	 -0.163	 -0.103
            366	 -0.038	 -0.140	 -0.103	  0.088	  0.033	 -0.120	  0.020	 -0.110	 -0.208	 -0.250	 -0.163	 -0.105
            367	 -0.038	 -0.140	 -0.103	  0.090	  0.033	 -0.120	  0.018	 -0.108	 -0.205	 -0.253	 -0.168	 -0.110
            368	 -0.038	 -0.143	 -0.105	  0.090	  0.033	 -0.123	  0.013	 -0.115	 -0.205	 -0.253	 -0.173	 -0.113
            369	 -0.035	 -0.143	 -0.108	  0.090	  0.035	 -0.125	  0.008	 -0.120	 -0.208	 -0.253	 -0.175	 -0.110
            370	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.010	 -0.115	 -0.205	 -0.253	 -0.170	 -0.105
            371	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.013	 -0.108	 -0.205	 -0.253	 -0.168	 -0.103
            372	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.013	 -0.105	 -0.208	 -0.250	 -0.168	 -0.103
            373	 -0.030	 -0.143	 -0.110	  0.085	  0.038	 -0.125	  0.010	 -0.113	 -0.213	 -0.250	 -0.170	 -0.108
            374	 -0.025	 -0.138	 -0.113	  0.080	  0.043	 -0.125	  0.008	 -0.120	 -0.213	 -0.258	 -0.173	 -0.110
            375	 -0.023	 -0.135	 -0.115	  0.078	  0.045	 -0.125	  0.008	 -0.120	 -0.210	 -0.265	 -0.173	 -0.113
            376	 -0.025	 -0.135	 -0.110	  0.080	  0.043	 -0.123	  0.010	 -0.118	 -0.213	 -0.265	 -0.173	 -0.110
            377	 -0.033	 -0.138	 -0.105	  0.085	  0.035	 -0.120	  0.015	 -0.115	 -0.218	 -0.263	 -0.173	 -0.108
            378	 -0.035	 -0.138	 -0.103	  0.085	  0.033	 -0.120	  0.018	 -0.115	 -0.218	 -0.263	 -0.173	 -0.108
            379	 -0.030	 -0.138	 -0.108	  0.083	  0.038	 -0.123	  0.013	 -0.115	 -0.215	 -0.265	 -0.173	 -0.110
            380	 -0.023	 -0.138	 -0.115	  0.080	  0.045	 -0.125	  0.008	 -0.118	 -0.213	 -0.265	 -0.175	 -0.110
            381	 -0.023	 -0.140	 -0.118	  0.080	  0.048	 -0.125	  0.008	 -0.120	 -0.215	 -0.263	 -0.175	 -0.110
            382	 -0.028	 -0.140	 -0.113	  0.083	  0.043	 -0.125	  0.010	 -0.123	 -0.215	 -0.260	 -0.173	 -0.108
            383	 -0.030	 -0.140	 -0.110	  0.085	  0.040	 -0.125	  0.010	 -0.123	 -0.213	 -0.263	 -0.168	 -0.108
            384	 -0.030	 -0.140	 -0.110	  0.085	  0.040	 -0.125	  0.010	 -0.118	 -0.210	 -0.263	 -0.165	 -0.108
            385	 -0.030	 -0.140	 -0.110	  0.085	  0.040	 -0.125	  0.015	 -0.110	 -0.215	 -0.258	 -0.165	 -0.108
            386	 -0.033	 -0.143	 -0.110	  0.088	  0.038	 -0.125	  0.023	 -0.105	 -0.215	 -0.253	 -0.163	 -0.105
            387	 -0.035	 -0.143	 -0.110	  0.090	  0.035	 -0.125	  0.025	 -0.108	 -0.210	 -0.250	 -0.163	 -0.103
